Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Ph,Moisture,Soil_Type,Crop_Type,fertilizer
11.01,34.06,29.68,29.6,68.9,7.4,12.1,Sandy,Groundnut,Urea
19.72,51.91,14.71,25,72.8,6.3,27.4,Silt Loam,Pigeonpea,19-19-19
75.12,31.61,141.12,19.4,64.7,6.64,39.3,Clay Loam,Grapes,15-15-15
78.29,32.52,51.82,21.4,72.3,6.33,22.3,Sandy Loam,Onion,15-15-15
70.56,31.06,39.38,31.9,61.8,6.5,8.3,Sandy,Citrus,15-15-15
38.87,13.35,12.66,21.4,66.4,7.71,14.2,Sandy,Barley,20-20-0
64.06,32.88,39.69,21.4,73.7,6.04,14.4,Loamy Sand,Maize,Urea
17.27,37.66,17.9,18,52,6.87,21.8,Sandy Loam,Lentil,19-19-19
216.94,60.86,94.75,22.2,79.2,6.5,38.2,Clay,Sugarcane,15-15-15
112.89,52.53,37.99,17.7,50.4,6.37,47.6,Clay,Wheat,15-15-15
74.84,25.93,39.78,26.2,80.2,6.78,13,Sandy,Sugarcane,Urea
73.61,30.1,41.61,28.2,64.8,7.07,18.6,Loamy Sand,Citrus,15-15-15
148.54,60.73,75.43,18.9,74.1,6.25,39.3,Clay,Cauliflower,15-15-15
39.66,18.12,52.72,21,63.8,7.17,17.7,Loamy Sand,Tobacco,DAP
108.89,46.2,64.69,18.4,74.1,5.62,39.3,Clay Loam,Onion,15-15-15
37.34,24.94,43.92,27.7,73.6,7.91,11,Sandy,Brinjal,28-28-0
19.89,34.63,13.06,25.6,68.6,6.84,26.8,Loam,Chickpea,20-20-0
40.92,36.76,24.29,27.8,52.6,6.51,49.2,Clay,Sesame,Muriate of Potash
19.7,43.22,25.99,26,70,6.39,33.7,Silt Loam,Green Gram,Urea
110.39,64.84,69.75,18,77.2,5.78,43.3,Clay,Maize,15-15-15
81.49,33.22,43.99,19.3,63,6.69,46.3,Clay,Barley,15-15-15
39.35,35.24,21.71,27.4,69.5,6.08,17.5,Loamy Sand,Sunflower,Muriate of Potash
92.18,33.05,47.9,21.7,72.3,6.67,35.4,Clay Loam,Onion,15-15-15
44.51,21.13,31.17,33.4,64.2,6.95,25.3,Silt Loam,Sesame,Single Super Phosphate
129.33,74.62,51.6,26.7,77.6,5.56,41,Clay,Maize,15-15-15
70.05,30.97,29.95,23.3,87.1,6.58,20.8,Loam,Rice,Muriate of Potash
40.51,22.25,26.44,28.3,56.8,6.61,32.2,Clay Loam,Sesame,20-20-0
91.73,45.8,72.46,27.5,73.2,6.51,35.5,Clay Loam,Brinjal,15-15-15
12.76,23.62,9.89,19.1,68,7.57,14.6,Sandy,Lentil,20-20-0
88.56,33.11,39.71,20.8,69.8,6.24,25.3,Loam,Wheat,15-15-15
76.07,43.54,97.96,17,80.9,6.93,19.2,Loamy Sand,Potato,15-15-15
49.79,24.24,54.14,27.3,73.6,6.25,17.1,Loamy Sand,Brinjal,Single Super Phosphate
60.88,21.66,27.24,27.4,71.2,7.53,12.8,Sandy,Rice,12-32-16
49.92,25.14,58.14,24.2,66,6.76,28.5,Silt Loam,Tobacco,20-20-0
102.19,42.9,75.43,27.6,60.9,6.18,29.6,Silt Loam,Chilli,15-15-15
160.83,54.38,68.12,26.1,62.7,6.99,35.3,Clay Loam,Maize,15-15-15
78.87,27.55,97.37,25,58.1,6.95,25.2,Loam,Grapes,15-15-15
15.61,60.08,25.78,22.1,60.3,6.01,23.3,Sandy Loam,Soybean,Urea
109.56,35.81,149.94,34.3,84.5,6.39,23.5,Sandy Loam,Banana,15-15-15
76.36,39.04,79.2,22,71.3,6.77,25,Loam,Citrus,15-15-15
14.11,36.57,25.11,27.3,72.7,6.22,28.2,Silt Loam,Green Gram,Urea
136.48,45.43,45.95,15.3,59.6,6.49,36.8,Clay,Wheat,15-15-15
20.65,55.08,28.51,25.4,75.2,6.06,33.9,Clay Loam,Green Gram,Urea
137.62,69.88,115.09,23.6,71.8,5.88,35.6,Clay Loam,Tomato,15-15-15
45.95,17.73,22.82,34.2,62,6.76,13.8,Loamy Sand,Okra,20-20-0
14.43,32.21,24.4,27.8,79,6.58,29.4,Silt Loam,Green Gram,20-20-0
60.6,34.66,26.08,28.5,87.9,6.95,33.9,Silt Loam,Jute,Muriate of Potash
128.5,54.22,109.84,22,68.9,5.78,33.3,Clay Loam,Tomato,15-15-15
18.13,32.68,16.31,34.4,70.1,6.11,38.1,Clay Loam,Pigeonpea,20-20-0
21.58,60.27,27.9,22.6,53,6.81,43.1,Clay,Lentil,Urea
103.15,32.51,55.92,18.8,70,6.42,25.2,Loam,Cauliflower,15-15-15
61.62,17.55,18.53,28,54.6,6.5,13.1,Sandy,Sorghum,12-32-16
75.11,39.52,82.45,29.1,68.5,6.3,23.3,Loam,Mango,15-15-15
55.22,24.81,43.3,32,66.1,6.22,22.6,Sandy Loam,Brinjal,Single Super Phosphate
63.18,37.14,56.92,22.5,60.3,6.27,30.2,Silt Loam,Onion,17-17-17
129.25,47.48,58.69,34.2,77.6,6.13,20.6,Sandy Loam,Sugarcane,15-15-15
101.26,28.92,61.61,26.7,68.2,6.77,8.7,Sandy,Sugarcane,15-15-15
9.28,23.25,14.52,23.4,50.6,6.58,9,Sandy,Chickpea,20-20-0
24.18,43.69,16.97,27.6,63.4,6.15,35.5,Clay Loam,Chickpea,19-19-19
118.74,48.19,59.67,33.6,65.3,6.78,16.2,Sandy Loam,Sugarcane,15-15-15
59.89,29.55,18.58,20.6,60,7.06,16.3,Loamy Sand,Mustard,Muriate of Potash
15.32,31.87,15.83,18.8,69.2,6.71,24.5,Sandy Loam,Lentil,20-20-0
78.57,37.93,35.4,31.3,66.3,6.82,20,Sandy Loam,Cotton,15-15-15
21.31,68.1,29.05,24.9,62.6,5.87,37.4,Clay,Lentil,Urea
34.17,22.43,19.56,26.1,88.7,7.15,14.1,Sandy,Rice,20-20-0
74.65,35.17,28.89,28.3,63.6,5.61,32.1,Clay Loam,Sorghum,Muriate of Potash
23.21,42.15,20.52,26.2,75.6,6.79,26,Loam,Pigeonpea,19-19-19
89.52,75.89,149.86,15.1,76.8,6.98,26,Silt Loam,Potato,15-15-15
102.99,41.33,48.83,25.8,54.1,6.52,25.7,Silt Loam,Chilli,15-15-15
84.85,40.04,37.74,24.6,73.8,6.22,16.8,Loamy Sand,Maize,Urea
75.32,22.23,38.33,32,69.2,6.09,30.5,Silt Loam,Okra,Single Super Phosphate
78.56,32.34,72.67,24.5,70.1,6.88,16.2,Loamy Sand,Tomato,14-35-14
37.87,21.72,27.73,29.5,72.2,6.21,29.4,Loam,Okra,20-20-0
93.07,43,73.93,20.5,69.4,6.39,24.4,Sandy Loam,Tomato,15-15-15
22.75,29.96,20.44,31.2,74.8,6.21,26.6,Loam,Green Gram,20-20-0
16.04,25.09,17.28,25.8,76.1,7.29,18.5,Loamy Sand,Black Gram,20-20-0
34.67,23.36,20.1,30.5,73.4,7.55,9.4,Sandy,Okra,20-20-0
14.29,17.52,14.96,25.3,67.1,6.52,8.5,Sandy,Pigeonpea,20-20-0
78.03,45.59,34.05,21.7,51.6,6.95,23.4,Sandy Loam,Wheat,15-15-15
28.65,75.58,24.64,22,62.3,6.61,46.1,Clay,Chickpea,19-19-19
74.4,26.78,23.06,23,56.7,6.87,24.2,Sandy Loam,Mustard,Muriate of Potash
34.61,24.62,19.88,33.7,62.8,7.75,11.5,Sandy,Sorghum,20-20-0
35.4,31.6,68.52,25,75.7,6.6,22,Loam,Tobacco,20-20-0
70.44,47.74,90.45,16.1,71.5,6.11,44.8,Clay,Onion,15-15-15
70.02,35.04,32.66,23.9,83.3,6.82,38.1,Clay Loam,Rice,15-15-15
61.3,41.93,85.04,17.5,77.7,6.54,18.6,Sandy Loam,Potato,15-15-15
67.04,32.86,61.93,33.3,69.1,6.49,14.8,Loamy Sand,Grapes,15-15-15
17.71,34.32,10.66,28.9,71.1,6.75,13.6,Loamy Sand,Black Gram,20-20-0
88.49,48.11,72.92,22.5,66.6,6.61,26.6,Silt Loam,Onion,15-15-15
77.52,46.89,35.19,26.2,53.3,5.5,45.8,Clay,Sorghum,15-15-15
18.16,35.86,13.5,20.2,53.3,6.89,22.4,Loam,Chickpea,19-19-19
18.32,40,24.28,31.1,64.9,5.59,40.9,Clay,Black Gram,19-19-19
54.89,42.11,35.3,30.6,78.3,6.14,35.4,Clay Loam,Jute,17-17-17
27.65,39.47,21.52,30.5,71.5,5.53,49.2,Clay,Black Gram,19-19-19
47.88,30.24,23.12,34.8,70.2,6.67,13.4,Sandy,Cotton,Muriate of Potash
167.59,76.25,69.95,25.3,77.1,6.51,41.1,Clay,Maize,15-15-15
124.97,45.15,245.79,31,80.5,6.75,29.7,Silt Loam,Banana,15-15-15
47.57,21.6,42.3,19.5,62.8,7.78,14.2,Sandy,Onion,Single Super Phosphate
71.56,37.31,47.28,28.8,64.1,6.07,23.8,Sandy Loam,Maize,Urea
24.6,92.22,35.52,26.5,61.5,6.06,47.1,Clay,Soybean,Urea
46.74,23.3,20.09,27.2,57,6.37,20.7,Loam,Sesame,20-20-0
88.07,40.81,78.77,28.5,60.2,6.22,26.6,Loam,Citrus,15-15-15
63.29,42.58,55.86,28.2,66.3,7.65,12.1,Sandy,Sugarcane,Urea
72.81,38.73,40.43,25.1,54.1,6.71,28.9,Silt Loam,Sorghum,15-15-15
54.49,22.43,38.17,25.5,72.1,7.15,13.4,Sandy,Mango,Single Super Phosphate
20.5,46.2,17.68,29.1,74.3,6.39,30.9,Silt Loam,Black Gram,19-19-19
66.32,38.2,74.68,27.1,62.8,6.08,32,Silt Loam,Brinjal,15-15-15
19.09,52.59,37.69,22.7,73.8,6.26,24.4,Sandy Loam,Soybean,Urea
89.47,34.47,65.16,28.3,64.4,6.6,27.6,Silt Loam,Citrus,15-15-15
23.78,46.67,23.13,26.9,61.8,6.7,28.7,Silt Loam,Pigeonpea,19-19-19
58.7,20.6,45.56,29.3,76.5,7.45,14,Sandy,Mango,Single Super Phosphate
84.25,36.11,44.37,32.4,68.7,6.5,30.9,Clay Loam,Cotton,15-15-15
19,40.47,20.49,23.8,68.1,6.93,23,Sandy Loam,Lentil,19-19-19
73.86,27.43,145.98,24.6,74.8,7.44,19.1,Loamy Sand,Banana,15-15-15
75.49,28.33,59.85,23.1,60.2,6.02,24.2,Sandy Loam,Tomato,14-35-14
97.65,64.92,77.16,28.5,77.5,6.86,25.9,Loam,Sugarcane,Urea
93.2,41.55,52.13,29.1,65.8,6.23,26,Loam,Brinjal,15-15-15
120.72,36.21,65.06,16.1,84.9,6.98,21.5,Sandy Loam,Cauliflower,15-15-15
118.55,44.35,40.99,26.8,78.5,7.02,15,Loamy Sand,Sugarcane,15-15-15
76.84,40.01,71.33,18.5,79.7,6.28,16.6,Sandy Loam,Cabbage,15-15-15
17.07,29.61,13.06,30.8,69.1,6.95,20.6,Loam,Pigeonpea,20-20-0
31.97,20.16,57.74,28,79.2,7.3,11.4,Sandy,Tobacco,28-28-0
79.22,41.74,69.3,31.1,71.7,6.59,28.5,Silt Loam,Citrus,15-15-15
51.77,34.34,40.54,21.1,73.2,6.88,26.6,Loam,Onion,17-17-17
25.71,44.4,18.51,33,77.7,6.13,27,Silt Loam,Pigeonpea,19-19-19
62.42,26.01,26.25,34.4,65.5,6.19,14.8,Loamy Sand,Sorghum,Muriate of Potash
112.51,66.1,148.22,23.1,68.3,6.68,41.2,Clay,Tomato,15-15-15
55.16,20.53,53.15,20.7,58.8,6.79,19.9,Loamy Sand,Chilli,Single Super Phosphate
62.43,42.44,48.37,25,63.5,6.13,22.6,Loam,Brinjal,17-17-17
149.09,39.83,59.49,32.1,67.9,6.34,28.6,Loam,Sugarcane,15-15-15
72.88,57.48,134.88,27.3,53.1,6.22,46.7,Clay,Grapes,15-15-15
44.92,22.53,34.31,19.4,69.7,6.4,22.2,Sandy Loam,Mustard,Single Super Phosphate
68.25,39.73,73.12,26.7,71.7,7.29,14.5,Loamy Sand,Tomato,15-15-15
115.59,62.1,148.05,22.4,53.9,6.23,46.1,Clay,Grapes,15-15-15
71.27,43.31,82.52,32.2,58.1,6.33,24.5,Loam,Grapes,15-15-15
109.29,54.29,78.59,27.1,71,6.27,38.7,Clay Loam,Brinjal,15-15-15
92.31,45.34,61.83,17.8,62,6.85,21.7,Loam,Onion,15-15-15
107.4,42.48,55.89,25.2,71.5,6.56,23.7,Loam,Maize,15-15-15
18.74,69.48,27.2,23.4,64.6,6.36,33.4,Clay Loam,Chickpea,Urea
42.91,30.66,72.87,20.2,78.8,7.63,12.4,Sandy,Potato,20-20-0
10.25,25.93,11.75,27.7,71.1,6.3,14.4,Loamy Sand,Black Gram,20-20-0
17.77,39.9,14.92,24.5,65.7,6.88,12.1,Loamy Sand,Lentil,19-19-19
67.29,25.66,55.5,27.1,74.1,7.9,10.6,Sandy,Mango,15-15-15
86.72,42.53,44.57,15.5,62.9,5.84,36.7,Clay Loam,Mustard,DAP
81.49,32.51,90.37,17.8,82.8,7.39,20,Loamy Sand,Potato,15-15-15
18.44,39.81,28.85,24.7,75.5,6.91,16.9,Sandy Loam,Soybean,Urea
73.75,35.19,36.08,25.6,71.4,6.48,32.1,Clay Loam,Okra,15-15-15
97.11,48.04,75.38,23.7,56.4,6.75,29.3,Silt Loam,Chilli,15-15-15
10.44,25.68,10.51,20.3,55.9,6.56,12.5,Sandy,Lentil,20-20-0
39.31,14.68,21.06,31.2,72,7.26,10.5,Sandy,Okra,20-20-0
108.46,46.72,70.84,28.1,71.9,6.44,22.9,Sandy Loam,Sugarcane,15-15-15
62.83,28.41,77.42,24.5,79.8,6.54,24.8,Sandy Loam,Mango,15-15-15
105.6,25.8,42.3,15.8,78.9,6.23,19.7,Loamy Sand,Cauliflower,15-15-15
96.09,40.7,70.75,28.6,71.3,6.63,43.7,Clay,Brinjal,15-15-15
92.27,63.25,58.53,23.5,77.3,6.25,32.2,Silt Loam,Maize,Urea
131.62,69.27,84.2,16.5,71.6,6.16,45.9,Clay,Cabbage,15-15-15
89.23,42.63,41.77,20.1,69.7,6.18,17.5,Loamy Sand,Maize,Urea
43.81,31.93,45.33,25.8,57.8,6.53,12.4,Loamy Sand,Chilli,20-20-0
17.02,75.52,36.65,28.7,70.5,6.55,41.2,Clay,Soybean,Urea
15.19,17.99,10.23,32.8,62,6.61,10.5,Sandy,Black Gram,20-20-0
63.06,25.07,49.5,32.8,74,6.62,33.6,Silt Loam,Okra,15-15-15
22.03,63.38,41.36,25.6,64.9,6.42,27.9,Loam,Soybean,Urea
28.06,40.51,18.88,26.2,60.5,6.29,38.3,Clay,Pigeonpea,19-19-19
100.29,32.87,46.76,34,64.9,5.61,48.4,Clay,Sorghum,15-15-15
104.14,39.46,36.32,25.8,69.3,6.22,38.4,Clay Loam,Cotton,15-15-15
81.72,45.62,45.98,18.8,59.2,5.95,39.3,Clay Loam,Mustard,15-15-15
25.2,55.52,20.38,20.3,59.5,6.41,26.6,Silt Loam,Chickpea,19-19-19
31.47,26.39,67.59,22.2,64.8,6.77,18.2,Loamy Sand,Tobacco,28-28-0
40.18,24.5,18.87,31.8,68.8,6.05,23.2,Loam,Sesame,20-20-0
111.56,30.66,115.98,31.3,78,7.31,9.9,Sandy,Banana,15-15-15
41.89,31.01,21.52,34.1,53.1,5.83,42.8,Clay,Sesame,Muriate of Potash
90.89,53.44,61.5,17.6,56.3,6.75,35.8,Clay,Wheat,15-15-15
14.84,42.72,27.89,20.9,66.3,6.04,22.8,Sandy Loam,Soybean,Urea
17.39,44.5,19.71,25.1,78.9,6.24,21.1,Loam,Pigeonpea,19-19-19
180.05,46.09,203.93,28.2,74.1,6.85,38.2,Clay,Banana,15-15-15
99.42,47.88,72.17,18.5,74.9,6.23,17.1,Sandy Loam,Cauliflower,15-15-15
84.86,34.3,61.34,21.2,66.8,6.67,40,Clay Loam,Onion,15-15-15
23.42,69.02,42.37,22,61.3,6.83,41.3,Clay,Soybean,Urea
114.04,57.32,115.57,19.2,81.4,6.85,36.3,Clay,Potato,15-15-15
66.89,31.24,72.4,26,53.3,5.85,30.2,Clay Loam,Chilli,14-35-14
141.33,42.97,92.28,28.7,73.9,6.13,30.5,Clay Loam,Tomato,15-15-15
8.47,36.44,27.33,34.5,75.6,6.97,9.7,Sandy,Groundnut,Urea
16.53,37.43,12.67,25.6,70.7,6.57,27.5,Loam,Black Gram,19-19-19
96.76,39.2,90.71,23.2,53.3,5.83,39.8,Clay,Grapes,15-15-15
45.15,22.62,24.48,12.5,62.5,6.29,27.8,Silt Loam,Barley,20-20-0
61.47,29.95,28.31,22.3,59.7,7.04,16.4,Loamy Sand,Mustard,Muriate of Potash
34.66,24.58,34.9,25.5,64.7,6.52,15.3,Loamy Sand,Sunflower,28-28-0
41.1,20.18,26.18,32,63.9,6.96,14.1,Loamy Sand,Cotton,20-20-0
89.09,31.62,45.25,19.1,63.6,6.67,28.3,Loam,Onion,15-15-15
13.74,26.18,19.69,30.4,61.6,6.03,29.9,Loam,Green Gram,20-20-0
40.6,28.08,21.57,21.7,57,7.14,16.1,Loamy Sand,Sunflower,Muriate of Potash
82.63,37.15,76.85,23.9,62.4,6.67,20,Sandy Loam,Grapes,15-15-15
62.84,42.14,38.16,26.3,62,6.4,35.2,Clay Loam,Cotton,17-17-17
23.58,71.66,39.22,26.5,75.6,6.69,44,Clay,Soybean,Urea
39.78,23.56,20.41,21.6,52.7,6.15,28.9,Loam,Barley,20-20-0
64.93,19.69,29.43,18.8,62.2,6.03,15.7,Loamy Sand,Onion,DAP
12.9,27.56,9.97,25.6,62.6,7.41,13.9,Sandy,Black Gram,20-20-0
18.25,36.19,31.59,34.3,66.6,6.47,15.1,Sandy Loam,Groundnut,Urea
67.49,27.71,48.99,28.7,70.9,6.74,17.1,Loamy Sand,Brinjal,15-15-15
82.61,52.08,69.64,23.7,60.4,6.04,35.5,Clay Loam,Brinjal,15-15-15
43.48,28.91,29.84,26.5,67,7.49,17.8,Loamy Sand,Sorghum,Muriate of Potash
99.21,47.01,110.58,28.6,68.9,6.3,25,Silt Loam,Grapes,15-15-15
60.22,21.49,24.85,29.4,60.8,6.68,24,Sandy Loam,Okra,12-32-16
102.49,42.67,104.55,19.6,76.9,6.25,33.2,Clay Loam,Cabbage,15-15-15
58.69,23.57,31.65,33.9,60.3,6.32,25.5,Loam,Okra,Single Super Phosphate
66.46,45.78,47.61,23.2,68,6.33,38.1,Clay Loam,Mustard,17-17-17
96.78,56.91,91.9,22.8,59.6,5.71,30.8,Clay Loam,Grapes,15-15-15
30.87,45.26,18.06,25.7,77.8,6.2,39.8,Clay,Pigeonpea,Muriate of Potash
106.92,59.61,145.89,25.9,70.4,6.05,46.1,Clay,Tomato,15-15-15
49.39,29.22,23.91,33,58.5,6.99,15.9,Sandy Loam,Sorghum,Muriate of Potash
22.08,58.02,35.38,29.9,75.9,6.23,27.3,Silt Loam,Groundnut,Urea
14.2,27.38,12.3,19.9,65.4,6.98,18.7,Loamy Sand,Lentil,20-20-0
53.16,19.98,19.68,28,88.7,6.52,22.7,Loam,Jute,12-32-16
23.3,60.05,17.43,29.8,60.9,5.7,38.9,Clay Loam,Chickpea,19-19-19
19.91,41.53,17.92,32.7,66.7,6.94,20.3,Sandy Loam,Pigeonpea,19-19-19
77.11,36,52.91,29.7,69.4,7.9,12.7,Sandy,Tomato,15-15-15
59.01,32.97,56.35,23.2,61.6,6.35,23.2,Sandy Loam,Chilli,14-35-14
89.52,25.59,117.87,27.5,71.6,6.11,24.4,Sandy Loam,Banana,15-15-15
69.93,61.99,33.61,26.1,62.3,6.19,41,Clay,Sunflower,15-15-15
91.03,32.68,61.09,15.8,77.2,7.4,12.1,Sandy,Cabbage,15-15-15
14.45,31.04,14.96,21.6,64.7,6.21,15.6,Sandy Loam,Chickpea,20-20-0
101.49,58.71,50.22,25.5,86.1,6.31,36.2,Clay,Rice,15-15-15
52.08,26.51,54,30.6,77.4,6.06,36.1,Clay Loam,Okra,15-15-15
25.37,46.29,26.34,25.8,69.5,6.45,38.3,Clay Loam,Pigeonpea,Urea
30.32,26.56,43.38,28.8,79.4,6.27,17.8,Loamy Sand,Tobacco,28-28-0
21.6,47.2,28.54,18.1,67.9,5.72,37.9,Clay Loam,Lentil,Urea
72.41,39.18,45.3,22.7,71.3,6.35,21.1,Sandy Loam,Citrus,15-15-15
15.4,31.05,16.27,29.6,75,6.91,33.4,Silt Loam,Pigeonpea,20-20-0
54.02,22.95,60.11,25.1,51.4,6.33,19.5,Loamy Sand,Grapes,Single Super Phosphate
11.61,17.01,10.18,33.7,63.3,7.12,8.1,Sandy,Black Gram,20-20-0
64.14,42.9,57.36,31.8,70.7,7.76,11.8,Sandy,Sugarcane,Urea
103.22,33.96,56.58,27.4,54.9,6.4,40.8,Clay,Chilli,14-35-14
25.43,61.51,17.25,21.9,59.5,6.01,25.3,Silt Loam,Chickpea,19-19-19
24.29,70.02,19.71,19.8,52.3,6.88,46.7,Clay,Lentil,19-19-19
74.5,30.45,23.3,18.3,61.8,7.18,11.2,Sandy,Wheat,Muriate of Potash
58.07,31.8,83.09,26.8,63.3,6.06,26.9,Loam,Tobacco,15-15-15
46.6,35.19,21.13,27.9,63.4,6.17,15.6,Sandy Loam,Sorghum,Muriate of Potash
111.32,37.93,69.87,17.9,70.3,6.99,15.4,Sandy Loam,Cauliflower,15-15-15
100.07,39.13,61.77,22.4,51.9,5.77,38,Clay Loam,Chilli,15-15-15
71.97,34.48,35.1,15.7,55.6,6.52,18.3,Loamy Sand,Wheat,15-15-15
121.59,73.48,71.9,20.7,68,6.11,49.7,Clay,Maize,15-15-15
107.83,65.25,76,18.7,75.6,6.28,30.7,Clay Loam,Cabbage,15-15-15
76.46,29.62,52.39,25.5,73.5,7.43,12,Sandy,Citrus,15-15-15
79.58,33.75,42.11,16.6,74.2,6.88,29.1,Loam,Onion,15-15-15
39.6,21.92,39.66,26.8,66.3,7.04,12.2,Sandy,Brinjal,28-28-0
114.75,58.98,99.08,17.9,73.2,6.61,35.4,Clay,Cabbage,15-15-15
28.04,49.84,20.56,31.9,71.3,6.69,46,Clay,Black Gram,19-19-19
79.43,31.2,34.27,29.2,72,6.51,27.9,Silt Loam,Cotton,14-35-14
29.93,15.68,54.76,20.2,71.7,7.91,9.2,Sandy,Tobacco,28-28-0
54.35,32.26,30.91,22.9,70.4,7.84,9.4,Sandy,Maize,Urea
43.81,25.11,29.63,26,66.2,7.14,13.2,Sandy,Sunflower,Muriate of Potash
37.56,14.55,15.5,27,74.9,6.96,11.9,Sandy,Jute,20-20-0
19.12,53.46,14.98,20.9,53.4,6.52,27.1,Silt Loam,Chickpea,19-19-19
82.46,38.26,67.14,29.2,66.2,6.29,22.7,Loam,Mango,15-15-15
33.1,22.48,21.95,33.1,67.7,6.82,15.2,Sandy Loam,Sesame,20-20-0
34.65,21.83,30.33,23.2,51.1,6.21,12,Loamy Sand,Sunflower,28-28-0
57.18,28.9,33.24,28.6,68.2,6.04,30.1,Silt Loam,Sorghum,15-15-15
59.46,46.29,58.72,24.3,64.6,6.78,27.7,Loam,Onion,17-17-17
122.82,44.93,56.05,28.7,70.9,6.36,38.1,Clay,Brinjal,15-15-15
14.2,38.26,17.39,27.5,54.6,6.41,17.7,Sandy Loam,Chickpea,19-19-19
51.48,34.25,25.36,32.5,67.9,6.77,31.8,Clay Loam,Sesame,Muriate of Potash
16.67,40.66,13.27,24.9,52.2,6.25,23.2,Loam,Chickpea,19-19-19
98.02,42.31,116.66,23.6,81.5,6.15,21.9,Sandy Loam,Potato,15-15-15
146.46,49.44,88.03,18.2,77.7,5.68,33.1,Clay Loam,Cabbage,15-15-15
116.82,31.3,50.86,21.9,73.2,6.75,23.1,Sandy Loam,Maize,15-15-15
133.66,51.41,148.24,22.4,80.2,5.88,38.7,Clay Loam,Potato,15-15-15
58.57,45.22,59.12,23.5,65.8,6.17,33.4,Silt Loam,Onion,17-17-17
48.81,33.97,60.4,26,66.9,7.74,13.8,Sandy,Tomato,20-20-0
91.59,86.64,158.78,22,75.4,6.82,45.9,Clay,Potato,15-15-15
79.35,43.11,40.79,19.8,80.2,6.95,14.2,Loamy Sand,Cabbage,15-15-15
167.01,48.34,64.09,22.7,62.8,5.52,35.4,Clay Loam,Maize,15-15-15
51.6,25.6,25.38,27.2,78.8,7.32,16,Loamy Sand,Rice,Muriate of Potash
70.47,30.95,102,21.1,79.9,7.39,10.9,Sandy,Banana,15-15-15
117.1,40.87,119.22,26.5,66.3,6.46,27.6,Silt Loam,Tomato,15-15-15
90.7,40.16,38.07,25,58.7,6.92,23.5,Loam,Wheat,15-15-15
16.45,38.05,16.64,25,78.3,6.84,32.4,Silt Loam,Green Gram,19-19-19
92.67,37.03,90.75,19.6,76.5,6.12,30.1,Silt Loam,Cabbage,15-15-15
37,25.75,72.4,21.1,60.7,6.99,17.3,Sandy Loam,Tobacco,28-28-0
68.37,25.32,52.36,19,75.1,6.67,17.4,Loamy Sand,Cabbage,15-15-15
14.6,29.27,8.47,32.8,69.2,7.98,11.4,Sandy,Black Gram,20-20-0
27.67,40.76,24.55,34.9,77.2,5.65,45.6,Clay,Black Gram,19-19-19
33.8,19.78,17.66,23.2,56.7,7.74,8,Sandy,Mustard,20-20-0
74.33,36.97,32.6,23.9,81.1,5.94,34.2,Clay Loam,Rice,15-15-15
122.55,49.73,79.66,24,62.1,6.95,25.6,Silt Loam,Citrus,15-15-15
73.82,31.23,44.72,18.9,71.8,6.95,13,Loamy Sand,Cabbage,15-15-15
17.44,34.19,33.4,25.4,61.6,7.43,14,Loamy Sand,Soybean,Urea
86.76,44.54,74.46,21.2,72.5,6.5,20.1,Loam,Tomato,15-15-15
92.77,38.29,48.11,33.8,79.1,6.63,41.7,Clay,Okra,15-15-15
33.62,18.61,21.04,33,84.8,6.97,13.2,Loamy Sand,Jute,20-20-0
52.67,32.42,66.37,20.4,64.1,7.43,19.6,Loamy Sand,Tomato,14-35-14
34.84,19.38,33.67,29.5,52.8,7.65,8.8,Sandy,Chilli,DAP
122.62,64.08,79.69,18.1,72.9,5.72,39.4,Clay Loam,Cabbage,15-15-15
177.48,64.52,113.76,15.3,75,5.97,44.5,Clay,Cabbage,15-15-15
11.05,29.62,16.64,28.8,62.6,6.3,13.9,Loamy Sand,Pigeonpea,20-20-0
17.37,33.94,17.88,28.6,76.5,6.2,19.7,Sandy Loam,Black Gram,20-20-0
28.28,16.08,68.89,23.4,73.7,6.04,17.5,Loamy Sand,Tobacco,28-28-0
46.94,34.11,27.02,25.9,71.6,6.15,18,Sandy Loam,Rice,Muriate of Potash
181.4,56.3,67.79,32.2,71.9,6.11,30.7,Silt Loam,Sugarcane,15-15-15
80.15,28.78,68.92,26.6,70.7,6.29,13.3,Loamy Sand,Citrus,15-15-15
71.74,32.31,40.46,28.4,69,6.74,31,Silt Loam,Sorghum,15-15-15
13.14,38.44,35.24,27.3,74.9,6.92,24.2,Loam,Groundnut,Urea
112.37,42.54,65.57,23.5,68.2,6.35,37.6,Clay Loam,Chilli,15-15-15
204.31,84.8,115.18,34.8,80.8,6.4,40.1,Clay,Sugarcane,15-15-15
68.81,29.03,21.36,12.6,57.7,6.58,29.6,Silt Loam,Barley,Muriate of Potash
14.61,51.73,18.49,22,55.8,6.75,24.8,Loam,Chickpea,19-19-19
81.94,36.13,101.94,23.5,59.5,6.9,20.3,Sandy Loam,Grapes,15-15-15
56.19,42.59,34.06,22.1,50,5.56,39.8,Clay Loam,Sunflower,DAP
43.92,30.09,25.76,26.5,64.6,6.6,32.3,Silt Loam,Sesame,Muriate of Potash
85.59,39.85,45.43,20.2,59.9,6.18,21.1,Loam,Wheat,15-15-15
85.48,42.98,78.24,20.6,78.8,6.21,23.5,Sandy Loam,Potato,Muriate of Potash
